OBJECTID_1,TotalPop,PctMen,PctWomen,MedAge,MedAgeMen,MedAgeWomen,PctWhite,PctBlack,PctNative,PctAsian,PctPacIsl,PctOther,PctTwoPlus,PctForeignBorn,PctLatino,MedHHincome,PctPoverty,PctEmployed,PctHS,PctAss,PctBac,PctMas,PctProf,PctDoc,Count_,Sum_Krasner,Sum_Khan,Sum_Untermeyer,Sum_El_Shabazz,Sum_Negrin,Sum_Deni,Sum_O_Neill,Sum_Write_In,Sum_Total,Pct_Krasner,Pct_Khan,Pct_Untermeyer,Pct_El_Shabazz,Pct_Negrin,Pct_Deni,Pct_ONeill,Pct_Write_In
88,1535,0.527000000000000,0.473000000000000,56.600000000000001,52.899999999999999,62.200000000000003,0.256677524000000,0.685342020000000,0,0,0,0.007166124000000,0,0.020800000000000,0.020800000000000,14844,0.400700000000000,0.211700000000000,0.304900000000000,0.034300000000000,0.084600000000000,0.034300000000000,0.018400000000000,0.012800000000000,1,77,20,9,34,8,0,2,0,150,51.333333333333329,13.333333333333334,6.000000000000000,22.666666666666664,5.333333333333334,0.000000000000000,1.333333333333334,0.000000000000000
89,1363,0.452700000000000,0.547300000000000,44.899999999999999,45.000000000000000,38.299999999999997,0.283932502000000,0.598679384000000,0,0,0,0.029347029000000,0,0.110100000000000,0.075600000000000,20702,0.339700000000000,0.495200000000000,0.160100000000000,0.041300000000000,0.276200000000000,0.145400000000000,0.018100000000000,0.045600000000000,2,72,55,9,27,8,2,3,0,176,40.909090909090914,31.250000000000000,5.113636363636364,15.340909090909092,4.545454545454546,1.136363636363637,1.704545454545454,0.000000000000000
90,3815,0.430400000000000,0.569600000000000,33.799999999999997,31.800000000000001,37.200000000000003,0.346526868000000,0.568283093000000,0,0,0,0.014941022000000,0,0.044800000000000,0.025400000000000,39073,0.323900000000000,0.438300000000000,0.203800000000000,0.062400000000000,0.220000000000000,0.175800000000000,0.018900000000000,0.029500000000000,3,358,126,32,52,41,5,2,0,616,58.116883116883123,20.454545454545457,5.194805194805195,8.441558441558442,6.655844155844156,0.811688311688312,0.324675324675325,0.000000000000000
91,2731,0.407200000000000,0.592800000000000,44.299999999999997,42.399999999999999,45.899999999999999,0.681801538000000,0.291102160000000,0,0,0,0.000366166000000,0,0.048000000000000,0.017900000000000,65821,0.122000000000000,0.474900000000000,0.165800000000000,0.010600000000000,0.269200000000000,0.228600000000000,0.093800000000000,0.041100000000000,2,269,174,9,29,71,2,2,0,556,48.381294964028775,31.294964028776977,1.618705035971223,5.215827338129497,12.769784172661872,0.359712230215827,0.359712230215827,0.000000000000000
92,4738,0.511800000000000,0.488200000000000,44.399999999999999,35.399999999999999,51.600000000000001,0.286829886000000,0.572604474000000,0,0,0,0.009919797000000,0,0.061600000000000,0.048100000000000,52579,0.097800000000000,0.535500000000000,0.084500000000000,0.051500000000000,0.234500000000000,0.208800000000000,0.077300000000000,0.026300000000000,6,716,300,46,121,109,10,11,0,1313,54.531607006854529,22.848438690022849,3.503427265803504,9.215536938309215,8.301599390708301,0.761614623000762,0.837776085300838,0.000000000000000
93,1377,0.480000000000000,0.520000000000000,41.899999999999999,39.700000000000003,44.299999999999997,0.969498911000000,0.000000000000000,0,0,0,0.007262164000000,0,0.065400000000000,0.047900000000000,134375,0.004400000000000,0.541800000000000,0.055900000000000,0.009300000000000,0.375800000000000,0.224600000000000,0.137700000000000,0.094200000000000,1,118,118,6,4,61,2,22,0,331,35.649546827794559,35.649546827794559,1.812688821752266,1.208459214501511,18.429003021148034,0.604229607250755,6.646525679758309,0.000000000000000
94,1318,0.473400000000000,0.526600000000000,44.299999999999997,45.000000000000000,41.600000000000001,0.584977238000000,0.233687405000000,0,0,0,0.003034901000000,0,0.099400000000000,0.000000000000000,81042,0.075100000000000,0.528100000000000,0.120000000000000,0.027800000000000,0.356000000000000,0.148800000000000,0.118000000000000,0.097900000000000,1,167,114,12,6,37,3,3,0,342,48.830409356725148,33.333333333333329,3.508771929824561,1.754385964912281,10.818713450292398,0.877192982456140,0.877192982456140,0.000000000000000
95,3092,0.517500000000000,0.482500000000000,21.699999999999999,21.699999999999999,21.699999999999999,0.385834411000000,0.499353169000000,0,0,0,0.000970246000000,0,0.100600000000000,0.044300000000000,11352,0.614900000000000,0.355100000000000,0.286100000000000,0.143600000000000,0.075700000000000,0.097300000000000,0.000000000000000,0.000000000000000,4,77,29,16,30,13,3,21,0,189,40.740740740740740,15.343915343915343,8.465608465608465,15.873015873015872,6.878306878306878,1.587301587301587,11.111111111111111,0.000000000000000
96,1043,0.544600000000000,0.455400000000000,40.600000000000001,47.399999999999999,32.799999999999997,0.069990412000000,0.908916587000000,0,0,0,0.000000000000000,0,0.059400000000000,0.008600000000000,21250,0.324100000000000,0.410400000000000,0.302000000000000,0.010900000000000,0.050300000000000,0.000000000000000,0.000000000000000,0.006800000000000,2,24,15,12,13,15,1,3,0,83,28.915662650602407,18.072289156626507,14.457831325301203,15.662650602409640,18.072289156626507,1.204819277108434,3.614457831325301,0.000000000000000
97,3436,0.505500000000000,0.494500000000000,46.399999999999999,44.899999999999999,47.000000000000000,0.022409779000000,0.864959255000000,0,0,0,0.009022119000000,0,0.048900000000000,0.073300000000000,22375,0.350900000000000,0.326800000000000,0.347600000000000,0.059800000000000,0.044300000000000,0.019000000000000,0.000000000000000,0.000000000000000,8,137,51,50,123,72,5,4,0,442,30.995475113122172,11.538461538461538,11.312217194570136,27.828054298642535,16.289592760180994,1.131221719457014,0.904977375565611,0.000000000000000
98,3383,0.397600000000000,0.602400000000000,42.200000000000003,45.000000000000000,36.299999999999997,0.110257168000000,0.839787171000000,0,0,0,0.026603606000000,0,0.049700000000000,0.036900000000000,22773,0.303400000000000,0.382500000000000,0.405200000000000,0.044800000000000,0.095500000000000,0.057500000000000,0.006800000000000,0.018600000000000,5,236,111,30,121,37,6,6,0,547,43.144424131627055,20.292504570383912,5.484460694698354,22.120658135283364,6.764168190127971,1.096892138939671,1.096892138939671,0.000000000000000
99,3927,0.516700000000000,0.483300000000000,29.500000000000000,21.899999999999999,36.700000000000003,0.128851541000000,0.855105679000000,0,0,0,0.000000000000000,0,0.015500000000000,0.013000000000000,25479,0.366500000000000,0.361900000000000,0.448000000000000,0.055700000000000,0.156100000000000,0.044200000000000,0.004000000000000,0.008000000000000,4,279,108,29,126,39,3,10,0,594,46.969696969696969,18.181818181818183,4.882154882154882,21.212121212121211,6.565656565656567,0.505050505050505,1.683501683501683,0.000000000000000
100,3709,0.488500000000000,0.511500000000000,31.199999999999999,21.899999999999999,34.600000000000001,0.075761661000000,0.900512267000000,0,0,0,0.009975735000000,0,0.012100000000000,0.031300000000000,19606,0.463800000000000,0.278200000000000,0.258900000000000,0.048400000000000,0.088400000000000,0.049400000000000,0.004000000000000,0.003500000000000,4,123,52,34,106,22,8,2,0,347,35.446685878962533,14.985590778097983,9.798270893371758,30.547550432276655,6.340057636887608,2.305475504322767,0.576368876080692,0.000000000000000
101,3165,0.496700000000000,0.503300000000000,29.000000000000000,31.199999999999999,28.399999999999999,0.134913112000000,0.829067930000000,0,0,0,0.014533965000000,0,0.016700000000000,0.016700000000000,23380,0.390400000000000,0.379100000000000,0.310300000000000,0.072500000000000,0.112300000000000,0.053100000000000,0.008300000000000,0.003300000000000,2,72,34,10,48,17,1,5,0,187,38.502673796791441,18.181818181818183,5.347593582887701,25.668449197860966,9.090909090909092,0.534759358288770,2.673796791443850,0.000000000000000
102,2118,0.478300000000000,0.521700000000000,44.100000000000001,47.299999999999997,37.200000000000003,0.038715770000000,0.908404155000000,0,0,0,0.042492918000000,0,0.009400000000000,0.105800000000000,20461,0.529600000000000,0.243600000000000,0.415800000000000,0.045500000000000,0.040100000000000,0.002700000000000,0.000000000000000,0.000000000000000,4,106,31,31,30,31,5,2,0,236,44.915254237288138,13.135593220338984,13.135593220338984,12.711864406779661,13.135593220338984,2.118644067796610,0.847457627118644,0.000000000000000
103,3202,0.480600000000000,0.519400000000000,34.100000000000001,28.800000000000001,40.200000000000003,0.038413492000000,0.947532792000000,0,0,0,0.005933791000000,0,0.006900000000000,0.036200000000000,22279,0.404200000000000,0.367000000000000,0.390700000000000,0.039000000000000,0.050300000000000,0.035500000000000,0.003900000000000,0.004400000000000,5,73,40,38,158,29,6,8,0,352,20.738636363636363,11.363636363636363,10.795454545454545,44.886363636363633,8.238636363636363,1.704545454545454,2.272727272727273,0.000000000000000
104,6044,0.499800000000000,0.500200000000000,32.200000000000003,30.699999999999999,33.700000000000003,0.287061549000000,0.078424884000000,0,0,0,0.606221046000000,0,0.104700000000000,0.914600000000000,17192,0.602900000000000,0.225700000000000,0.243000000000000,0.039400000000000,0.020400000000000,0.000000000000000,0.002000000000000,0.009600000000000,7,12,19,11,2,87,0,6,0,137,8.759124087591241,13.868613138686131,8.029197080291970,1.459854014598540,63.503649635036496,0.000000000000000,4.379562043795620,0.000000000000000
105,7097,0.473700000000000,0.526300000000000,26.000000000000000,28.300000000000001,24.699999999999999,0.253346484000000,0.372692687000000,0,0,0,0.341693673000000,0,0.029300000000000,0.619000000000000,16978,0.624800000000000,0.237400000000000,0.264200000000000,0.013800000000000,0.017700000000000,0.000000000000000,0.000000000000000,0.000000000000000,9,87,53,24,21,86,3,1,0,275,31.636363636363633,19.272727272727273,8.727272727272728,7.636363636363637,31.272727272727273,1.090909090909091,0.363636363636364,0.000000000000000
106,3107,0.395600000000000,0.604400000000000,34.899999999999999,31.600000000000001,37.899999999999999,0.008368201000000,0.966527197000000,0,0,0,0.022207918000000,0,0.008400000000000,0.027000000000000,29583,0.432900000000000,0.306400000000000,0.411800000000000,0.064900000000000,0.041600000000000,0.022300000000000,0.000000000000000,0.000000000000000,2,58,33,17,70,17,1,0,0,196,29.591836734693878,16.836734693877549,8.673469387755102,35.714285714285715,8.673469387755102,0.510204081632653,0.000000000000000,0.000000000000000
107,6591,0.429800000000000,0.570200000000000,35.399999999999999,35.200000000000003,35.700000000000003,0.072826582000000,0.915187377000000,0,0,0,0.000000000000000,0,0.011100000000000,0.016700000000000,28177,0.315300000000000,0.293100000000000,0.291800000000000,0.045000000000000,0.051700000000000,0.040500000000000,0.002400000000000,0.008000000000000,9,311,217,59,310,66,8,10,0,981,31.702344546381244,22.120285423037718,6.014271151885831,31.600407747196741,6.727828746177369,0.815494393476045,1.019367991845056,0.000000000000000
108,4145,0.463000000000000,0.537000000000000,46.899999999999999,41.799999999999997,48.000000000000000,0.116284680000000,0.810856454000000,0,0,0,0.015199035000000,0,0.053600000000000,0.031600000000000,50011,0.131700000000000,0.464400000000000,0.250800000000000,0.102300000000000,0.196800000000000,0.131600000000000,0.023200000000000,0.011100000000000,6,405,207,43,163,70,6,12,0,906,44.701986754966889,22.847682119205299,4.746136865342163,17.991169977924944,7.726269315673290,0.662251655629139,1.324503311258278,0.000000000000000
109,5020,0.436100000000000,0.563900000000000,30.100000000000001,33.000000000000000,27.800000000000001,0.052988048000000,0.905378486000000,0,0,0,0.002788845000000,0,0.030100000000000,0.014300000000000,20755,0.492300000000000,0.253200000000000,0.348600000000000,0.052800000000000,0.098800000000000,0.043300000000000,0.000000000000000,0.001800000000000,6,161,93,56,181,56,6,3,0,556,28.956834532374099,16.726618705035971,10.071942446043165,32.553956834532372,10.071942446043165,1.079136690647482,0.539568345323741,0.000000000000000
110,3870,0.464900000000000,0.535100000000000,21.500000000000000,22.699999999999999,21.000000000000000,0.398191214000000,0.510335917000000,0,0,0,0.005684755000000,0,0.042900000000000,0.057900000000000,28452,0.281600000000000,0.268700000000000,0.323100000000000,0.013900000000000,0.099500000000000,0.037400000000000,0.009000000000000,0.000000000000000,3,117,47,38,40,78,3,1,0,324,36.111111111111107,14.506172839506174,11.728395061728394,12.345679012345679,24.074074074074073,0.925925925925926,0.308641975308642,0.000000000000000
111,2747,0.547100000000000,0.452900000000000,34.799999999999997,35.399999999999999,33.399999999999999,0.751001092000000,0.188205315000000,0,0,0,0.012741172000000,0,0.065900000000000,0.088100000000000,93151,0.049500000000000,0.738300000000000,0.097200000000000,0.034700000000000,0.376600000000000,0.157700000000000,0.105000000000000,0.073100000000000,2,231,117,25,19,51,7,5,0,455,50.769230769230766,25.714285714285712,5.494505494505495,4.175824175824175,11.208791208791210,1.538461538461539,1.098901098901099,0.000000000000000
112,2242,0.481300000000000,0.518700000000000,42.000000000000000,40.799999999999997,44.700000000000003,0.851471900000000,0.109723461000000,0,0,0,0.005352364000000,0,0.070500000000000,0.048600000000000,41719,0.256900000000000,0.455400000000000,0.300700000000000,0.039400000000000,0.137800000000000,0.044300000000000,0.003300000000000,0.016400000000000,9,213,142,55,12,102,7,82,1,614,34.690553745928341,23.127035830618890,8.957654723127035,1.954397394136808,16.612377850162865,1.140065146579805,13.355048859934854,0.162866449511401
113,2822,0.614500000000000,0.385500000000000,32.100000000000001,33.100000000000001,29.199999999999999,0.468462084000000,0.237065911000000,0,0,0,0.030120482000000,0,0.269700000000000,0.133200000000000,45833,0.376200000000000,0.508200000000000,0.238700000000000,0.038100000000000,0.238700000000000,0.086900000000000,0.064400000000000,0.009900000000000,1,82,41,3,3,16,0,1,0,146,56.164383561643838,28.082191780821919,2.054794520547945,2.054794520547945,10.958904109589040,0.000000000000000,0.684931506849315,0.000000000000000
114,1682,0.457800000000000,0.542200000000000,31.500000000000000,20.399999999999999,34.700000000000003,0.111177170000000,0.689655172000000,0,0,0,0.089774078000000,0,0.035100000000000,0.279400000000000,18125,0.282200000000000,0.299000000000000,0.186300000000000,0.011900000000000,0.094200000000000,0.056500000000000,0.002000000000000,0.000000000000000,3,66,31,18,24,28,4,1,0,172,38.372093023255815,18.023255813953487,10.465116279069768,13.953488372093023,16.279069767441861,2.325581395348837,0.581395348837209,0.000000000000000
115,5081,0.486900000000000,0.513100000000000,30.600000000000001,31.100000000000001,30.300000000000001,0.213147018000000,0.489470577000000,0,0,0,0.159614249000000,0,0.285600000000000,0.239700000000000,37188,0.266100000000000,0.398900000000000,0.318900000000000,0.058200000000000,0.092700000000000,0.014200000000000,0.004200000000000,0.000000000000000,5,39,35,33,26,18,3,12,0,166,23.493975903614459,21.084337349397593,19.879518072289155,15.662650602409640,10.843373493975903,1.807228915662650,7.228915662650602,0.000000000000000
116,4164,0.486300000000000,0.513700000000000,32.100000000000001,31.000000000000000,35.000000000000000,0.664505283000000,0.211575408000000,0,0,0,0.054514890000000,0,0.097700000000000,0.040300000000000,49044,0.251000000000000,0.506200000000000,0.193200000000000,0.027400000000000,0.329600000000000,0.127200000000000,0.037600000000000,0.040200000000000,3,100,103,19,24,62,5,19,0,332,30.120481927710845,31.024096385542173,5.722891566265060,7.228915662650602,18.674698795180721,1.506024096385542,5.722891566265060,0.000000000000000
117,4811,0.402400000000000,0.597600000000000,29.199999999999999,25.399999999999999,30.600000000000001,0.179380586000000,0.409686136000000,0,0,0,0.154229890000000,0,0.335700000000000,0.246100000000000,24593,0.404500000000000,0.343400000000000,0.262700000000000,0.043000000000000,0.071700000000000,0.021100000000000,0.000000000000000,0.000000000000000,6,68,42,28,35,45,4,5,0,227,29.955947136563875,18.502202643171806,12.334801762114537,15.418502202643172,19.823788546255507,1.762114537444934,2.202643171806168,0.000000000000000
118,80,0.600000000000000,0.400000000000000,49.700000000000003,49.700000000000003,41.000000000000000,1.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0,0.112500000000000,0.050000000000000,84250,0.125000000000000,0.687500000000000,0.298500000000000,0.000000000000000,0.298500000000000,0.179100000000000,0.164200000000000,0.000000000000000,6,258,294,32,31,134,19,71,0,839,30.750893921334921,35.041716328963055,3.814064362336114,3.694874851013111,15.971394517282478,2.264600715137068,8.462455303933254,0.000000000000000
119,2866,0.544300000000000,0.455700000000000,27.899999999999999,27.000000000000000,46.600000000000001,0.305652477000000,0.450453594000000,0,0,0,0.000000000000000,0,0.202000000000000,0.020200000000000,20084,0.532800000000000,0.356200000000000,0.200300000000000,0.011200000000000,0.202800000000000,0.133200000000000,0.040200000000000,0.004100000000000,3,281,69,38,36,32,8,4,0,468,60.042735042735039,14.743589743589745,8.119658119658119,7.692307692307693,6.837606837606838,1.709401709401710,0.854700854700855,0.000000000000000
120,5580,0.454500000000000,0.545500000000000,34.500000000000000,32.100000000000001,36.299999999999997,0.706272401000000,0.040681004000000,0,0,0,0.005555556000000,0,0.176000000000000,0.065600000000000,42955,0.186500000000000,0.428700000000000,0.469500000000000,0.032900000000000,0.057800000000000,0.032900000000000,0.003700000000000,0.000500000000000,3,65,43,29,2,43,6,152,0,340,19.117647058823529,12.647058823529411,8.529411764705882,0.588235294117647,12.647058823529411,1.764705882352941,44.705882352941181,0.000000000000000
121,3753,0.483600000000000,0.516400000000000,31.899999999999999,33.600000000000001,30.300000000000001,0.912869704000000,0.036504130000000,0,0,0,0.000000000000000,0,0.043400000000000,0.061300000000000,59137,0.102400000000000,0.517700000000000,0.223700000000000,0.039600000000000,0.277100000000000,0.081900000000000,0.017300000000000,0.045300000000000,4,126,155,7,3,42,5,33,0,371,33.962264150943398,41.778975741239890,1.886792452830189,0.808625336927224,11.320754716981133,1.347708894878706,8.894878706199460,0.000000000000000
122,3528,0.405600000000000,0.594400000000000,32.700000000000003,28.199999999999999,41.899999999999999,0.032312925000000,0.926870748000000,0,0,0,0.000000000000000,0,0.048800000000000,0.002800000000000,24818,0.361400000000000,0.287400000000000,0.452500000000000,0.020700000000000,0.047900000000000,0.014100000000000,0.000000000000000,0.000000000000000,5,87,40,55,88,44,5,7,0,326,26.687116564417181,12.269938650306749,16.871165644171779,26.993865030674847,13.496932515337424,1.533742331288344,2.147239263803681,0.000000000000000
123,7351,0.536800000000000,0.463200000000000,34.000000000000000,35.200000000000003,33.399999999999999,0.730784927000000,0.082165692000000,0,0,0,0.076588219000000,0,0.237000000000000,0.146000000000000,47302,0.127900000000000,0.527300000000000,0.333300000000000,0.069300000000000,0.140200000000000,0.088600000000000,0.006600000000000,0.000000000000000,7,54,70,74,14,72,7,45,0,336,16.071428571428573,20.833333333333336,22.023809523809522,4.166666666666666,21.428571428571427,2.083333333333333,13.392857142857142,0.000000000000000
124,3546,0.544800000000000,0.455200000000000,28.300000000000001,28.100000000000001,28.699999999999999,0.441906373000000,0.397067118000000,0,0,0,0.062041737000000,0,0.070200000000000,0.118400000000000,53227,0.357100000000000,0.512100000000000,0.138500000000000,0.042700000000000,0.335500000000000,0.131000000000000,0.077000000000000,0.016300000000000,2,209,78,14,22,46,5,6,0,380,55.000000000000007,20.526315789473685,3.684210526315789,5.789473684210527,12.105263157894736,1.315789473684210,1.578947368421053,0.000000000000000
125,7171,0.493700000000000,0.506300000000000,31.199999999999999,28.199999999999999,35.500000000000000,0.237205411000000,0.612466880000000,0,0,0,0.061079347000000,0,0.082300000000000,0.221400000000000,29030,0.340900000000000,0.316300000000000,0.406900000000000,0.085200000000000,0.032200000000000,0.016200000000000,0.000000000000000,0.000000000000000,7,97,64,32,49,38,11,81,0,372,26.075268817204300,17.204301075268820,8.602150537634410,13.172043010752688,10.215053763440860,2.956989247311828,21.774193548387096,0.000000000000000
126,3942,0.462500000000000,0.537500000000000,33.100000000000001,32.299999999999997,33.700000000000003,0.038812785000000,0.947234906000000,0,0,0,0.000000000000000,0,0.004300000000000,0.005300000000000,23569,0.393700000000000,0.285900000000000,0.369500000000000,0.050000000000000,0.036100000000000,0.028600000000000,0.014700000000000,0.000400000000000,7,127,61,70,92,45,1,21,0,417,30.455635491606714,14.628297362110313,16.786570743405278,22.062350119904075,10.791366906474821,0.239808153477218,5.035971223021583,0.000000000000000
127,5229,0.422500000000000,0.577500000000000,35.299999999999997,32.100000000000001,35.500000000000000,0.012239434000000,0.970931344000000,0,0,0,0.000000000000000,0,0.060400000000000,0.023500000000000,40143,0.230600000000000,0.355500000000000,0.396500000000000,0.070100000000000,0.076100000000000,0.026200000000000,0.000000000000000,0.000000000000000,6,346,122,42,166,48,5,2,0,731,47.332421340629274,16.689466484268127,5.745554035567715,22.708618331053351,6.566347469220246,0.683994528043776,0.273597811217510,0.000000000000000
128,5753,0.405000000000000,0.595000000000000,40.200000000000003,31.199999999999999,46.200000000000003,0.014601078000000,0.954110899000000,0,0,0,0.006083782000000,0,0.043500000000000,0.033700000000000,39732,0.149100000000000,0.425200000000000,0.365900000000000,0.104500000000000,0.086900000000000,0.090800000000000,0.007900000000000,0.005800000000000,8,587,155,59,221,62,6,16,0,1106,53.074141048824600,14.014466546112118,5.334538878842676,19.981916817359853,5.605786618444846,0.542495479204340,1.446654611211573,0.000000000000000
129,3207,0.446500000000000,0.553500000000000,48.500000000000000,46.200000000000003,52.100000000000001,0.024321796000000,0.971624571000000,0,0,0,0.000000000000000,0,0.053000000000000,0.018100000000000,47823,0.124100000000000,0.393800000000000,0.334400000000000,0.037500000000000,0.115100000000000,0.131500000000000,0.004700000000000,0.003500000000000,4,421,121,29,151,29,6,9,0,766,54.960835509138384,15.796344647519584,3.785900783289817,19.712793733681462,3.785900783289817,0.783289817232376,1.174934725848564,0.000000000000000
130,5537,0.418800000000000,0.581200000000000,35.899999999999999,31.100000000000001,39.899999999999999,0.023478418000000,0.949431100000000,0,0,0,0.000000000000000,0,0.053500000000000,0.013500000000000,35486,0.186000000000000,0.374600000000000,0.371600000000000,0.053900000000000,0.117100000000000,0.028400000000000,0.002400000000000,0.000000000000000,6,465,116,49,152,47,6,15,0,850,54.705882352941181,13.647058823529413,5.764705882352941,17.882352941176471,5.529411764705882,0.705882352941177,1.764705882352941,0.000000000000000
131,4449,0.430900000000000,0.569100000000000,46.000000000000000,44.100000000000001,47.399999999999999,0.015733873000000,0.967857946000000,0,0,0,0.002022927000000,0,0.045600000000000,0.011700000000000,49804,0.100400000000000,0.448600000000000,0.313500000000000,0.057500000000000,0.149100000000000,0.084600000000000,0.005700000000000,0.009600000000000,5,465,101,31,128,45,4,2,0,776,59.922680412371129,13.015463917525775,3.994845360824742,16.494845360824741,5.798969072164948,0.515463917525773,0.257731958762887,0.000000000000000
132,6722,0.367000000000000,0.633000000000000,36.200000000000003,35.600000000000001,36.399999999999999,0.028562928000000,0.965040167000000,0,0,0,0.000000000000000,0,0.027400000000000,0.001600000000000,33637,0.215400000000000,0.350600000000000,0.290300000000000,0.030600000000000,0.094600000000000,0.072500000000000,0.002600000000000,0.000000000000000,9,467,176,91,229,76,7,7,0,1053,44.349477682811020,16.714150047483383,8.641975308641975,21.747388414055081,7.217473884140550,0.664767331433998,0.664767331433998,0.000000000000000
133,6855,0.416200000000000,0.583800000000000,40.899999999999999,40.399999999999999,43.700000000000003,0.003209336000000,0.970094821000000,0,0,0,0.000000000000000,0,0.045100000000000,0.002800000000000,42083,0.159800000000000,0.352000000000000,0.331100000000000,0.035400000000000,0.114100000000000,0.029500000000000,0.004000000000000,0.009700000000000,8,550,157,62,183,75,8,11,0,1046,52.581261950286809,15.009560229445507,5.927342256214149,17.495219885277248,7.170172084130019,0.764818355640535,1.051625239005736,0.000000000000000
134,2938,0.533700000000000,0.466300000000000,37.799999999999997,33.600000000000001,41.100000000000001,0.049693669000000,0.634104833000000,0,0,0,0.070456093000000,0,0.403300000000000,0.083700000000000,42750,0.285200000000000,0.457100000000000,0.302200000000000,0.053000000000000,0.108000000000000,0.047800000000000,0.008300000000000,0.006200000000000,2,62,55,7,43,19,1,3,0,190,32.631578947368425,28.947368421052634,3.684210526315789,22.631578947368421,10.000000000000000,0.526315789473684,1.578947368421053,0.000000000000000
135,2229,0.457600000000000,0.542400000000000,46.500000000000000,43.399999999999999,49.299999999999997,0.194706146000000,0.694930462000000,0,0,0,0.054284432000000,0,0.110800000000000,0.095600000000000,53424,0.147600000000000,0.358900000000000,0.220800000000000,0.090900000000000,0.141000000000000,0.070500000000000,0.008000000000000,0.028400000000000,3,105,89,20,81,48,8,4,0,355,29.577464788732392,25.070422535211268,5.633802816901409,22.816901408450704,13.521126760563378,2.253521126760564,1.126760563380282,0.000000000000000
136,4920,0.525800000000000,0.474200000000000,36.000000000000000,30.600000000000001,39.000000000000000,0.081504065000000,0.823373984000000,0,0,0,0.002235772000000,0,0.139200000000000,0.048600000000000,48967,0.138000000000000,0.477800000000000,0.382300000000000,0.100200000000000,0.123700000000000,0.056900000000000,0.004500000000000,0.000000000000000,5,171,115,30,127,51,4,1,0,499,34.268537074148298,23.046092184368739,6.012024048096192,25.450901803607213,10.220440881763528,0.801603206412826,0.200400801603206,0.000000000000000
137,7439,0.462800000000000,0.537200000000000,29.500000000000000,27.399999999999999,31.399999999999999,0.114934803000000,0.565264148000000,0,0,0,0.036832908000000,0,0.280500000000000,0.129900000000000,47642,0.154100000000000,0.413600000000000,0.317600000000000,0.111200000000000,0.098100000000000,0.002500000000000,0.005800000000000,0.006000000000000,6,122,60,24,97,45,5,8,0,361,33.795013850415515,16.620498614958450,6.648199445983380,26.869806094182824,12.465373961218837,1.385041551246537,2.216066481994460,0.000000000000000
138,5019,0.517200000000000,0.482800000000000,40.500000000000000,40.000000000000000,41.000000000000000,0.881649731000000,0.096832038000000,0,0,0,0.001593943000000,0,0.062000000000000,0.037100000000000,64773,0.035100000000000,0.487500000000000,0.339900000000000,0.042900000000000,0.163200000000000,0.039600000000000,0.008400000000000,0.008100000000000,5,26,32,29,6,42,6,74,0,215,12.093023255813954,14.883720930232558,13.488372093023257,2.790697674418605,19.534883720930232,2.790697674418605,34.418604651162795,0.000000000000000
139,4655,0.495800000000000,0.504200000000000,28.000000000000000,26.600000000000001,31.899999999999999,0.118582170000000,0.742642320000000,0,0,0,0.085499463000000,0,0.083100000000000,0.203000000000000,27031,0.416100000000000,0.277800000000000,0.298500000000000,0.050000000000000,0.048900000000000,0.003800000000000,0.005700000000000,0.000000000000000,5,107,47,35,76,43,33,4,0,345,31.014492753623191,13.623188405797102,10.144927536231885,22.028985507246375,12.463768115942029,9.565217391304348,1.159420289855073,0.000000000000000
140,5236,0.454000000000000,0.546000000000000,35.500000000000000,32.399999999999999,38.399999999999999,0.071810542000000,0.845301757000000,0,0,0,0.001527884000000,0,0.126100000000000,0.075100000000000,28393,0.271000000000000,0.369400000000000,0.336400000000000,0.041000000000000,0.113300000000000,0.039800000000000,0.000000000000000,0.023200000000000,4,141,103,52,91,57,26,6,1,477,29.559748427672954,21.593291404612160,10.901467505241090,19.077568134171909,11.949685534591195,5.450733752620545,1.257861635220126,0.209643605870021
141,3547,0.432800000000000,0.567200000000000,37.600000000000001,38.000000000000000,37.200000000000003,0.018325345000000,0.947561319000000,0,0,0,0.000000000000000,0,0.057500000000000,0.004200000000000,30587,0.288100000000000,0.406300000000000,0.382700000000000,0.068200000000000,0.087200000000000,0.021200000000000,0.000000000000000,0.000000000000000,3,158,86,42,93,19,19,6,0,423,37.352245862884160,20.330969267139480,9.929078014184398,21.985815602836880,4.491725768321513,4.491725768321513,1.418439716312057,0.000000000000000
142,4141,0.503700000000000,0.496300000000000,39.899999999999999,35.000000000000000,44.399999999999999,0.006278677000000,0.968123642000000,0,0,0,0.000241488000000,0,0.011300000000000,0.029700000000000,25819,0.354900000000000,0.278200000000000,0.403600000000000,0.036100000000000,0.043400000000000,0.021500000000000,0.015700000000000,0.000000000000000,5,115,62,39,106,33,4,18,0,377,30.503978779840850,16.445623342175068,10.344827586206897,28.116710875331563,8.753315649867375,1.061007957559682,4.774535809018567,0.000000000000000
143,5126,0.501400000000000,0.498600000000000,36.100000000000001,33.600000000000001,38.799999999999997,0.031408506000000,0.892898947000000,0,0,0,0.000000000000000,0,0.050100000000000,0.009900000000000,24250,0.276600000000000,0.342200000000000,0.323900000000000,0.032200000000000,0.084100000000000,0.027300000000000,0.000000000000000,0.000000000000000,5,165,151,42,170,48,3,3,1,583,28.301886792452830,25.900514579759864,7.204116638078903,29.159519725557459,8.233276157804461,0.514579759862779,0.514579759862779,0.171526586620926
