OBJECTID_1,TotalPop,PctMen,PctWomen,MedAge,MedAgeMen,MedAgeWomen,PctWhite,PctBlack,PctNative,PctAsian,PctPacIsl,PctOther,PctTwoPlus,PctForeignBorn,PctLatino,MedHHincome,PctPoverty,PctEmployed,PctHS,PctAss,PctBac,PctMas,PctProf,PctDoc,Count_,Sum_Krasner,Sum_Khan,Sum_Untermeyer,Sum_El_Shabazz,Sum_Negrin,Sum_Deni,Sum_O_Neill,Sum_Write_In,Sum_Total,Pct_Krasner,Pct_Khan,Pct_Untermeyer,Pct_El_Shabazz,Pct_Negrin,Pct_Deni,Pct_ONeill,Pct_Write_In
320,3945,0.513800000000000,0.486200000000000,32.500000000000000,29.800000000000001,38.100000000000001,0.323193916000000,0.414448669000000,0,0,0,0.003041825000000,0,0.208600000000000,0.054500000000000,33903,0.189400000000000,0.402000000000000,0.300100000000000,0.074900000000000,0.107600000000000,0.046000000000000,0.004600000000000,0.004200000000000,3,68,27,23,21,17,6,3,0,165,41.212121212121211,16.363636363636363,13.939393939393941,12.727272727272727,10.303030303030303,3.636363636363636,1.818181818181818,0.000000000000000
321,4071,0.481000000000000,0.519000000000000,38.000000000000000,35.899999999999999,41.399999999999999,0.793908131000000,0.052075657000000,0,0,0,0.008843036000000,0,0.151800000000000,0.071200000000000,43571,0.159400000000000,0.490800000000000,0.268000000000000,0.034700000000000,0.182000000000000,0.064500000000000,0.048100000000000,0.012800000000000,3,228,55,36,1,61,5,21,0,407,56.019656019656018,13.513513513513514,8.845208845208845,0.245700245700246,14.987714987714988,1.228501228501228,5.159705159705159,0.000000000000000
322,6076,0.439300000000000,0.560700000000000,40.799999999999997,40.399999999999999,41.100000000000001,0.697004608000000,0.097432521000000,0,0,0,0.000987492000000,0,0.200800000000000,0.026300000000000,34234,0.184200000000000,0.548600000000000,0.312500000000000,0.060800000000000,0.181600000000000,0.030900000000000,0.017300000000000,0.006100000000000,7,248,75,34,12,78,10,50,0,507,48.915187376725839,14.792899408284024,6.706114398422090,2.366863905325444,15.384615384615385,1.972386587771203,9.861932938856016,0.000000000000000
323,4135,0.438200000000000,0.561800000000000,21.399999999999999,21.600000000000001,21.300000000000001,0.532285369000000,0.370253930000000,0,0,0,0.000000000000000,0,0.057600000000000,0.026800000000000,16691,0.656900000000000,0.427800000000000,0.381800000000000,0.023900000000000,0.097400000000000,0.052300000000000,0.045200000000000,0.008000000000000,6,142,42,25,34,25,0,3,0,271,52.398523985239855,15.498154981549817,9.225092250922510,12.546125461254611,9.225092250922510,0.000000000000000,1.107011070110701,0.000000000000000
324,5651,0.466100000000000,0.533900000000000,42.700000000000003,40.399999999999999,46.500000000000000,0.955406123000000,0.008671032000000,0,0,0,0.000000000000000,0,0.042800000000000,0.014500000000000,60784,0.072700000000000,0.546300000000000,0.389800000000000,0.060400000000000,0.167000000000000,0.047500000000000,0.013000000000000,0.000000000000000,7,108,42,50,2,149,5,89,0,445,24.269662921348313,9.438202247191011,11.235955056179774,0.449438202247191,33.483146067415731,1.123595505617978,20.000000000000000,0.000000000000000
325,4007,0.449000000000000,0.551000000000000,42.100000000000001,39.600000000000001,45.299999999999997,0.949338657000000,0.009233841000000,0,0,0,0.006488645000000,0,0.065600000000000,0.039400000000000,49574,0.052900000000000,0.423000000000000,0.357900000000000,0.092500000000000,0.130500000000000,0.074400000000000,0.007800000000000,0.003100000000000,6,83,86,31,5,157,9,68,0,439,18.906605922551254,19.589977220956719,7.061503416856492,1.138952164009112,35.763097949886102,2.050113895216401,15.489749430523919,0.000000000000000
326,5371,0.476400000000000,0.523600000000000,36.700000000000003,36.700000000000003,36.899999999999999,0.869298082000000,0.022528393000000,0,0,0,0.027927760000000,0,0.057700000000000,0.105000000000000,67282,0.117900000000000,0.467100000000000,0.373200000000000,0.054400000000000,0.137200000000000,0.083300000000000,0.011400000000000,0.001900000000000,5,38,48,32,7,68,6,92,0,291,13.058419243986256,16.494845360824741,10.996563573883162,2.405498281786942,23.367697594501717,2.061855670103093,31.615120274914087,0.000000000000000
327,5877,0.389100000000000,0.610900000000000,29.600000000000001,32.000000000000000,27.600000000000001,0.101242130000000,0.809937043000000,0,0,0,0.000000000000000,0,0.013800000000000,0.069800000000000,20536,0.379600000000000,0.254000000000000,0.385500000000000,0.028700000000000,0.056200000000000,0.023600000000000,0.005700000000000,0.000000000000000,6,161,110,57,98,58,40,11,0,535,30.093457943925234,20.560747663551400,10.654205607476635,18.317757009345794,10.841121495327103,7.476635514018691,2.056074766355140,0.000000000000000
328,4971,0.426700000000000,0.573300000000000,30.000000000000000,21.600000000000001,33.000000000000000,0.042647355000000,0.898209616000000,0,0,0,0.007845504000000,0,0.010300000000000,0.032000000000000,29904,0.408600000000000,0.273200000000000,0.340300000000000,0.080200000000000,0.115600000000000,0.036800000000000,0.006900000000000,0.006500000000000,6,159,82,92,132,126,3,7,0,601,26.455906821963392,13.643926788685523,15.307820299500833,21.963394342762061,20.965058236272878,0.499168053244592,1.164725457570716,0.000000000000000
329,4470,0.405400000000000,0.594600000000000,32.000000000000000,24.500000000000000,39.200000000000003,0.000447427000000,0.943847875000000,0,0,0,0.002237136000000,0,0.066400000000000,0.026200000000000,30019,0.332400000000000,0.356600000000000,0.349600000000000,0.042800000000000,0.083000000000000,0.018400000000000,0.000000000000000,0.003800000000000,5,108,56,86,92,43,4,11,0,400,27.000000000000000,14.000000000000002,21.500000000000000,23.000000000000000,10.750000000000000,1.000000000000000,2.750000000000000,0.000000000000000
330,6124,0.539000000000000,0.461000000000000,20.199999999999999,20.000000000000000,20.500000000000000,0.664108426000000,0.070215545000000,0,0,0,0.015512737000000,0,0.181100000000000,0.054900000000000,14942,0.645600000000000,0.268500000000000,0.058000000000000,0.032100000000000,0.308600000000000,0.263000000000000,0.048100000000000,0.109900000000000,2,37,10,2,3,5,2,1,0,60,61.666666666666671,16.666666666666664,3.333333333333334,5.000000000000000,8.333333333333332,3.333333333333334,1.666666666666667,0.000000000000000
331,7296,0.443000000000000,0.557000000000000,31.199999999999999,32.399999999999999,29.000000000000000,0.046052632000000,0.932839912000000,0,0,0,0.000000000000000,0,0.043400000000000,0.025500000000000,29297,0.369800000000000,0.350600000000000,0.380000000000000,0.034500000000000,0.112500000000000,0.023900000000000,0.003600000000000,0.003200000000000,8,282,97,81,125,98,10,5,0,698,40.401146131805163,13.896848137535816,11.604584527220631,17.908309455587393,14.040114613180515,1.432664756446991,0.716332378223496,0.000000000000000
332,3867,0.443800000000000,0.556200000000000,38.100000000000001,36.799999999999997,39.000000000000000,0.069304370000000,0.840444789000000,0,0,0,0.012671321000000,0,0.039300000000000,0.025100000000000,34694,0.246900000000000,0.405000000000000,0.323400000000000,0.058700000000000,0.169400000000000,0.061300000000000,0.006600000000000,0.010700000000000,4,212,109,31,106,47,5,3,0,513,41.325536062378163,21.247563352826511,6.042884990253411,20.662768031189081,9.161793372319687,0.974658869395711,0.584795321637427,0.000000000000000
333,4359,0.465200000000000,0.534800000000000,31.100000000000001,30.699999999999999,33.600000000000001,0.557926130000000,0.284010094000000,0,0,0,0.086028906000000,0,0.130100000000000,0.275100000000000,35865,0.243200000000000,0.486600000000000,0.383400000000000,0.078700000000000,0.118000000000000,0.036100000000000,0.000000000000000,0.000000000000000,5,47,44,32,12,34,5,45,1,220,21.363636363636363,20.000000000000000,14.545454545454545,5.454545454545454,15.454545454545453,2.272727272727273,20.454545454545457,0.454545454545455
334,2321,0.440300000000000,0.559700000000000,28.899999999999999,21.000000000000000,33.500000000000000,0.012063766000000,0.930633348000000,0,0,0,0.029297717000000,0,0.041800000000000,0.063800000000000,16796,0.533800000000000,0.228800000000000,0.368600000000000,0.035200000000000,0.077100000000000,0.000000000000000,0.000000000000000,0.000000000000000,2,65,50,13,38,13,1,45,0,225,28.888888888888886,22.222222222222221,5.777777777777778,16.888888888888889,5.777777777777778,0.444444444444444,20.000000000000000,0.000000000000000
335,4814,0.499600000000000,0.500400000000000,42.700000000000003,38.700000000000003,47.600000000000001,0.918363108000000,0.003115912000000,0,0,0,0.000000000000000,0,0.064000000000000,0.069400000000000,50658,0.077900000000000,0.441800000000000,0.345600000000000,0.051900000000000,0.116200000000000,0.044100000000000,0.002800000000000,0.000000000000000,6,162,72,77,3,106,10,60,0,490,33.061224489795919,14.693877551020410,15.714285714285714,0.612244897959184,21.632653061224492,2.040816326530612,12.244897959183673,0.000000000000000
336,6807,0.554000000000000,0.446000000000000,31.600000000000001,29.800000000000001,34.299999999999997,0.361392684000000,0.189070075000000,0,0,0,0.046128985000000,0,0.351100000000000,0.160400000000000,27097,0.390200000000000,0.371100000000000,0.324200000000000,0.037500000000000,0.094200000000000,0.017000000000000,0.003200000000000,0.000000000000000,8,343,81,87,26,75,11,100,0,723,47.441217150760714,11.203319502074690,12.033195020746888,3.596127247579529,10.373443983402490,1.521438450899032,13.831258644536653,0.000000000000000
337,9288,0.528900000000000,0.471100000000000,31.500000000000000,32.500000000000000,30.899999999999999,0.487941430000000,0.126291990000000,0,0,0,0.025193798000000,0,0.343600000000000,0.152900000000000,34102,0.371200000000000,0.424100000000000,0.308900000000000,0.042900000000000,0.107700000000000,0.011100000000000,0.000000000000000,0.002000000000000,9,128,52,35,19,53,6,169,0,462,27.705627705627705,11.255411255411255,7.575757575757576,4.112554112554113,11.471861471861471,1.298701298701299,36.580086580086579,0.000000000000000
338,2819,0.422500000000000,0.577500000000000,35.600000000000001,38.100000000000001,35.100000000000001,0.729691380000000,0.035473572000000,0,0,0,0.003902093000000,0,0.220600000000000,0.115300000000000,50335,0.077100000000000,0.607000000000000,0.154000000000000,0.028900000000000,0.288000000000000,0.155800000000000,0.033700000000000,0.008800000000000,3,339,91,21,13,58,6,28,0,556,60.971223021582730,16.366906474820144,3.776978417266187,2.338129496402878,10.431654676258994,1.079136690647482,5.035971223021583,0.000000000000000
339,4715,0.405700000000000,0.594300000000000,34.899999999999999,31.399999999999999,38.500000000000000,0.005938494000000,0.972216331000000,0,0,0,0.012937434000000,0,0.015900000000000,0.018000000000000,24575,0.308500000000000,0.339600000000000,0.335200000000000,0.079100000000000,0.082200000000000,0.010300000000000,0.000000000000000,0.000000000000000,7,241,100,69,200,59,9,10,1,689,34.978229317851962,14.513788098693759,10.014513788098693,29.027576197387518,8.563134978229318,1.306240928882438,1.451378809869376,0.145137880986938
340,1341,0.507100000000000,0.492900000000000,28.100000000000001,30.000000000000000,26.500000000000000,0.669649515000000,0.159582401000000,0,0,0,0.020134228000000,0,0.166300000000000,0.082000000000000,67969,0.218000000000000,0.604800000000000,0.072600000000000,0.008100000000000,0.227000000000000,0.246500000000000,0.290300000000000,0.047200000000000,2,135,98,11,2,40,4,4,0,294,45.918367346938780,33.333333333333329,3.741496598639456,0.680272108843537,13.605442176870749,1.360544217687075,1.360544217687075,0.000000000000000
341,3163,0.465700000000000,0.534300000000000,34.500000000000000,34.799999999999997,34.500000000000000,0.674992096000000,0.252608283000000,0,0,0,0.047107177000000,0,0.021500000000000,0.148000000000000,38942,0.164900000000000,0.457500000000000,0.405600000000000,0.062300000000000,0.077500000000000,0.032500000000000,0.003200000000000,0.000000000000000,2,7,12,12,6,12,2,4,0,55,12.727272727272727,21.818181818181817,21.818181818181817,10.909090909090908,21.818181818181817,3.636363636363636,7.272727272727273,0.000000000000000
342,4882,0.460100000000000,0.539900000000000,25.199999999999999,23.199999999999999,28.000000000000000,0.089307661000000,0.869930356000000,0,0,0,0.000000000000000,0,0.150800000000000,0.034800000000000,39312,0.265300000000000,0.398200000000000,0.300600000000000,0.081800000000000,0.100500000000000,0.023100000000000,0.018200000000000,0.017400000000000,5,70,20,11,61,23,1,40,0,226,30.973451327433626,8.849557522123893,4.867256637168142,26.991150442477874,10.176991150442479,0.442477876106195,17.699115044247787,0.000000000000000
343,2861,0.499100000000000,0.500900000000000,34.899999999999999,36.299999999999997,34.100000000000001,0.660258651000000,0.148199930000000,0,0,0,0.018175463000000,0,0.195400000000000,0.065700000000000,71500,0.167000000000000,0.658200000000000,0.078300000000000,0.043500000000000,0.345800000000000,0.184000000000000,0.135300000000000,0.039100000000000,4,325,197,20,18,63,8,13,0,644,50.465838509316775,30.590062111801242,3.105590062111801,2.795031055900621,9.782608695652174,1.242236024844720,2.018633540372671,0.000000000000000
344,3389,0.501600000000000,0.498400000000000,27.100000000000001,25.899999999999999,28.500000000000000,0.155798171000000,0.698436117000000,0,0,0,0.005606374000000,0,0.135100000000000,0.022100000000000,20524,0.490400000000000,0.351700000000000,0.131700000000000,0.036300000000000,0.139500000000000,0.077800000000000,0.000000000000000,0.008800000000000,3,210,43,19,60,39,2,4,0,377,55.702917771883286,11.405835543766578,5.039787798408488,15.915119363395224,10.344827586206897,0.530503978779841,1.061007957559682,0.000000000000000
345,4215,0.434200000000000,0.565800000000000,31.300000000000001,30.600000000000001,33.399999999999999,0.027046263000000,0.961803084000000,0,0,0,0.000000000000000,0,0.055300000000000,0.024700000000000,25591,0.258400000000000,0.332100000000000,0.365300000000000,0.118400000000000,0.081300000000000,0.028300000000000,0.007700000000000,0.002700000000000,5,134,61,30,124,33,6,7,0,395,33.924050632911388,15.443037974683543,7.594936708860760,31.392405063291140,8.354430379746836,1.518987341772152,1.772151898734177,0.000000000000000
346,3229,0.458000000000000,0.542000000000000,34.899999999999999,29.300000000000001,41.899999999999999,0.039950449000000,0.933415918000000,0,0,0,0.010529576000000,0,0.040900000000000,0.036900000000000,21000,0.431700000000000,0.385600000000000,0.270700000000000,0.048100000000000,0.055300000000000,0.020000000000000,0.000000000000000,0.000000000000000,5,132,62,44,129,52,4,9,0,432,30.555555555555557,14.351851851851851,10.185185185185185,29.861111111111111,12.037037037037036,0.925925925925926,2.083333333333333,0.000000000000000
347,4270,0.361600000000000,0.638400000000000,35.100000000000001,31.600000000000001,35.899999999999999,0.013583138000000,0.955269321000000,0,0,0,0.007494145000000,0,0.017100000000000,0.008200000000000,16496,0.447300000000000,0.312400000000000,0.319900000000000,0.030200000000000,0.064600000000000,0.023800000000000,0.000000000000000,0.000000000000000,3,83,46,36,85,29,10,5,0,294,28.231292517006800,15.646258503401361,12.244897959183673,28.911564625850339,9.863945578231292,3.401360544217687,1.700680272108844,0.000000000000000
348,4202,0.499500000000000,0.500500000000000,35.200000000000003,31.600000000000001,38.799999999999997,0.022846264000000,0.942646359000000,0,0,0,0.018800571000000,0,0.058800000000000,0.020700000000000,23528,0.297200000000000,0.344100000000000,0.387900000000000,0.088100000000000,0.075000000000000,0.012000000000000,0.007500000000000,0.000000000000000,6,127,74,44,126,43,8,16,0,438,28.995433789954340,16.894977168949772,10.045662100456621,28.767123287671232,9.817351598173515,1.826484018264840,3.652968036529680,0.000000000000000
349,6569,0.440700000000000,0.559300000000000,32.600000000000001,29.800000000000001,37.200000000000003,0.085705587000000,0.870147663000000,0,0,0,0.002131222000000,0,0.055100000000000,0.087400000000000,31149,0.312800000000000,0.344200000000000,0.251800000000000,0.044300000000000,0.099500000000000,0.023600000000000,0.000000000000000,0.000000000000000,8,247,123,65,232,67,13,42,0,789,31.305449936628644,15.589353612167301,8.238276299112801,29.404309252217999,8.491761723700888,1.647655259822560,5.323193916349809,0.000000000000000
350,2866,0.496500000000000,0.503500000000000,36.299999999999997,30.899999999999999,40.200000000000003,0.000000000000000,0.991277041000000,0,0,0,0.000000000000000,0,0.008400000000000,0.021300000000000,15357,0.431600000000000,0.283700000000000,0.272400000000000,0.028100000000000,0.045600000000000,0.052900000000000,0.008400000000000,0.014100000000000,3,72,74,36,121,33,4,5,0,345,20.869565217391305,21.449275362318840,10.434782608695652,35.072463768115938,9.565217391304348,1.159420289855073,1.449275362318841,0.000000000000000
351,2538,0.431800000000000,0.568200000000000,30.600000000000001,21.899999999999999,34.700000000000003,0.002758077000000,0.916075650000000,0,0,0,0.045311269000000,0,0.061500000000000,0.048100000000000,28486,0.362500000000000,0.310900000000000,0.318700000000000,0.088500000000000,0.065100000000000,0.021200000000000,0.000000000000000,0.000000000000000,3,77,27,17,63,14,2,4,0,204,37.745098039215684,13.235294117647060,8.333333333333332,30.882352941176471,6.862745098039216,0.980392156862745,1.960784313725490,0.000000000000000
352,3690,0.460700000000000,0.539300000000000,36.000000000000000,30.699999999999999,39.299999999999997,0.047967480000000,0.937127371000000,0,0,0,0.005420054000000,0,0.040400000000000,0.017900000000000,32703,0.344600000000000,0.272600000000000,0.398800000000000,0.016000000000000,0.026000000000000,0.030600000000000,0.001700000000000,0.000000000000000,5,136,55,32,84,41,3,2,0,353,38.526912181303111,15.580736543909349,9.065155807365439,23.796033994334280,11.614730878186968,0.849858356940510,0.566572237960340,0.000000000000000
353,4481,0.376500000000000,0.623500000000000,35.700000000000003,33.899999999999999,38.100000000000001,0.130997545000000,0.825708547000000,0,0,0,0.012720375000000,0,0.141300000000000,0.018100000000000,31836,0.283200000000000,0.343700000000000,0.344700000000000,0.101200000000000,0.055100000000000,0.032200000000000,0.008900000000000,0.002500000000000,5,160,74,30,134,53,8,12,0,471,33.970276008492569,15.711252653927813,6.369426751592357,28.450106157112526,11.252653927813164,1.698513800424629,2.547770700636943,0.000000000000000
354,4298,0.381300000000000,0.618700000000000,36.600000000000001,27.600000000000001,45.000000000000000,0.053745928000000,0.921126105000000,0,0,0,0.001861331000000,0,0.036100000000000,0.018800000000000,14659,0.442700000000000,0.217500000000000,0.347600000000000,0.037900000000000,0.071700000000000,0.010100000000000,0.003000000000000,0.000000000000000,5,231,70,41,73,53,3,11,0,482,47.925311203319502,14.522821576763487,8.506224066390042,15.145228215767634,10.995850622406639,0.622406639004149,2.282157676348548,0.000000000000000
355,4409,0.464100000000000,0.535900000000000,27.800000000000001,27.500000000000000,28.600000000000001,0.245180313000000,0.179632570000000,0,0,0,0.331367657000000,0,0.245200000000000,0.520100000000000,29337,0.341600000000000,0.298900000000000,0.346600000000000,0.017400000000000,0.048800000000000,0.005400000000000,0.000000000000000,0.002500000000000,2,23,16,1,7,28,5,1,0,81,28.395061728395060,19.753086419753085,1.234567901234568,8.641975308641975,34.567901234567898,6.172839506172839,1.234567901234568,0.000000000000000
356,4482,0.461800000000000,0.538200000000000,32.899999999999999,35.700000000000003,30.600000000000001,0.674921910000000,0.192101740000000,0,0,0,0.012048193000000,0,0.119600000000000,0.039500000000000,65471,0.120700000000000,0.684300000000000,0.098600000000000,0.037300000000000,0.372500000000000,0.182800000000000,0.126700000000000,0.030000000000000,4,343,350,25,38,96,11,13,0,876,39.155251141552512,39.954337899543383,2.853881278538813,4.337899543378995,10.958904109589040,1.255707762557078,1.484018264840183,0.000000000000000
357,1820,0.463200000000000,0.536800000000000,21.199999999999999,21.100000000000001,21.199999999999999,0.521428571000000,0.353846154000000,0,0,0,0.009340659000000,0,0.069800000000000,0.045600000000000,63523,0.242500000000000,0.330800000000000,0.182500000000000,0.022600000000000,0.205100000000000,0.170400000000000,0.009000000000000,0.045200000000000,2,111,58,21,41,48,3,5,0,287,38.675958188153309,20.209059233449477,7.317073170731707,14.285714285714285,16.724738675958189,1.045296167247387,1.742160278745645,0.000000000000000
358,5625,0.484100000000000,0.515900000000000,37.100000000000001,32.500000000000000,39.700000000000003,0.819733333000000,0.066133333000000,0,0,0,0.000000000000000,0,0.067000000000000,0.051900000000000,48044,0.154300000000000,0.449400000000000,0.386100000000000,0.037600000000000,0.121400000000000,0.059600000000000,0.004600000000000,0.000000000000000,7,152,94,61,10,125,13,433,0,888,17.117117117117118,10.585585585585585,6.869369369369370,1.126126126126126,14.076576576576578,1.463963963963964,48.761261261261261,0.000000000000000
359,5909,0.506200000000000,0.493800000000000,30.199999999999999,23.800000000000001,34.500000000000000,0.011000169000000,0.986969030000000,0,0,0,0.000000000000000,0,0.008500000000000,0.037600000000000,22525,0.382800000000000,0.277000000000000,0.414200000000000,0.029600000000000,0.042900000000000,0.020200000000000,0.000000000000000,0.000000000000000,9,115,99,89,132,117,4,32,0,588,19.557823129251702,16.836734693877549,15.136054421768709,22.448979591836736,19.897959183673468,0.680272108843537,5.442176870748299,0.000000000000000
360,2818,0.523400000000000,0.476600000000000,40.100000000000001,32.200000000000003,42.100000000000001,0.115684883000000,0.722853087000000,0,0,0,0.004613201000000,0,0.154400000000000,0.004300000000000,53750,0.167100000000000,0.479800000000000,0.224900000000000,0.098500000000000,0.225900000000000,0.097500000000000,0.003000000000000,0.013700000000000,2,96,67,9,24,29,15,6,0,246,39.024390243902438,27.235772357723576,3.658536585365853,9.756097560975610,11.788617886178862,6.097560975609756,2.439024390243902,0.000000000000000
361,2905,0.427500000000000,0.572500000000000,42.000000000000000,40.799999999999997,42.600000000000001,0.120481928000000,0.830636833000000,0,0,0,0.007917384000000,0,0.036100000000000,0.065100000000000,17778,0.332700000000000,0.268200000000000,0.262400000000000,0.064200000000000,0.099600000000000,0.015700000000000,0.002000000000000,0.004600000000000,4,174,73,32,50,43,16,4,0,392,44.387755102040813,18.622448979591837,8.163265306122449,12.755102040816327,10.969387755102041,4.081632653061225,1.020408163265306,0.000000000000000
362,2092,0.479000000000000,0.521000000000000,30.899999999999999,33.200000000000003,30.600000000000001,0.032504780000000,0.904397706000000,0,0,0,0.009560229000000,0,0.002400000000000,0.068400000000000,27375,0.503200000000000,0.295900000000000,0.357700000000000,0.027900000000000,0.103900000000000,0.038400000000000,0.000000000000000,0.000000000000000,5,69,45,29,89,48,6,4,0,290,23.793103448275861,15.517241379310345,10.000000000000000,30.689655172413794,16.551724137931036,2.068965517241379,1.379310344827586,0.000000000000000
363,3324,0.375800000000000,0.624200000000000,43.299999999999997,40.399999999999999,43.600000000000001,0.010830325000000,0.918170878000000,0,0,0,0.000300842000000,0,0.063500000000000,0.058700000000000,13966,0.481900000000000,0.259000000000000,0.351600000000000,0.036800000000000,0.103100000000000,0.003000000000000,0.000000000000000,0.000000000000000,6,95,71,52,124,60,5,12,1,420,22.619047619047620,16.904761904761905,12.380952380952381,29.523809523809526,14.285714285714285,1.190476190476191,2.857142857142857,0.238095238095238
364,3183,0.443000000000000,0.557000000000000,43.200000000000003,44.700000000000003,41.100000000000001,0.590637763000000,0.059377945000000,0,0,0,0.038956959000000,0,0.247600000000000,0.042100000000000,60078,0.067600000000000,0.533800000000000,0.270900000000000,0.080700000000000,0.209900000000000,0.104500000000000,0.014600000000000,0.012100000000000,3,12,62,35,3,59,6,22,0,199,6.030150753768844,31.155778894472363,17.587939698492463,1.507537688442211,29.648241206030150,3.015075376884422,11.055276381909549,0.000000000000000
365,3021,0.478600000000000,0.521400000000000,34.299999999999997,29.399999999999999,38.299999999999997,0.014233697000000,0.944058259000000,0,0,0,0.000000000000000,0,0.016200000000000,0.000000000000000,20000,0.452300000000000,0.182400000000000,0.443000000000000,0.009200000000000,0.035800000000000,0.005600000000000,0.005600000000000,0.014300000000000,4,52,30,43,56,22,2,15,0,220,23.636363636363637,13.636363636363635,19.545454545454547,25.454545454545453,10.000000000000000,0.909090909090909,6.818181818181818,0.000000000000000
366,4815,0.482500000000000,0.517500000000000,36.399999999999999,35.000000000000000,37.100000000000001,0.013499481000000,0.968847352000000,0,0,0,0.000000000000000,0,0.090600000000000,0.003500000000000,25662,0.440500000000000,0.343700000000000,0.359700000000000,0.047600000000000,0.058600000000000,0.021000000000000,0.000000000000000,0.002100000000000,7,171,68,81,104,40,15,6,0,485,35.257731958762889,14.020618556701031,16.701030927835049,21.443298969072163,8.247422680412370,3.092783505154639,1.237113402061856,0.000000000000000
367,2632,0.426700000000000,0.573300000000000,34.600000000000001,34.899999999999999,34.100000000000001,0.002659574000000,0.934650456000000,0,0,0,0.002659574000000,0,0.068800000000000,0.005300000000000,22652,0.440000000000000,0.324500000000000,0.446800000000000,0.046700000000000,0.066200000000000,0.023600000000000,0.000000000000000,0.000000000000000,5,159,79,39,119,30,5,1,0,432,36.805555555555557,18.287037037037038,9.027777777777777,27.546296296296298,6.944444444444445,1.157407407407407,0.231481481481481,0.000000000000000
368,3326,0.537000000000000,0.463000000000000,26.899999999999999,27.300000000000001,26.800000000000001,0.448887553000000,0.214371618000000,0,0,0,0.019843656000000,0,0.311500000000000,0.048400000000000,30951,0.423000000000000,0.475600000000000,0.037500000000000,0.034500000000000,0.349700000000000,0.211100000000000,0.092500000000000,0.151100000000000,3,282,61,5,8,19,2,0,0,377,74.801061007957557,16.180371352785148,1.326259946949602,2.122015915119363,5.039787798408488,0.530503978779841,0.000000000000000,0.000000000000000
